Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2014-03-11,1850.0,1850.0,1849.75,1850.0,12.0,1843.5,1.0,170.0
2014-03-12,1839.5,1845.5,1834.0,1845.5,2.5,1846.0,275.0,221.0
2014-03-13,1849.25,1851.5,1821.5,1825.75,20.75,1825.25,5.0,472.0
2014-03-14,1830.0,1831.0,1819.25,1819.25,6.75,1818.5,38.0,475.0
2014-03-17,1816.75,1840.5,1810.0,1837.0,17.75,1836.25,30.0,499.0
2014-03-18,1842.5,1851.75,1832.0,1849.75,13.0,1849.25,28.0,516.0
2014-03-19,1852.0,1852.75,1828.25,1836.0,11.25,1838.0,169.0,531.0
2014-03-20,1834.5,1851.5,1831.0,1851.25,14.0,1852.0,35.0,653.0
2014-03-21,1853.5,1847.25,1841.25,1847.25,9.25,1836.0,0.0,6.0
2014-03-24,1825.0,1837.75,1825.0,1826.75,7.75,1828.25,1.0,6.0
2014-03-25,1835.0,1840.0,1835.0,1836.75,9.75,1838.0,6.0,7.0
2014-03-26,1821.5,1845.25,1824.0,1824.0,16.5,1821.5,0.0,8.0
2014-03-27,1823.0,1825.75,1815.0,1819.25,2.0,1819.5,18.0,8.0
2014-03-28,1829.25,1832.0,1829.25,1832.0,9.75,1829.25,0.0,23.0
2014-03-31,1843.5,1845.25,1843.5,1842.0,14.25,1843.5,0.0,23.0
2014-04-01,1852.5,1856.5,1842.0,1856.5,13.0,1856.5,1.0,23.0
2014-04-02,1859.25,1861.5,1859.25,1860.5,5.25,1861.75,6.0,24.0
2014-04-03,1862.0,1862.0,1855.5,1861.25,0.25,1862.0,0.0,23.0
2014-04-04,1862.75,1865.5,1844.75,1844.75,23.0,1839.0,25.0,23.0
2014-04-07,1832.0,1832.0,1818.75,1818.75,22.0,1817.0,22.0,45.0
2014-04-08,1813.75,1826.75,1813.75,1824.5,6.75,1823.75,25.0,46.0
2014-04-09,1838.0,1843.0,1823.5,1843.0,19.75,1843.5,4.0,65.0
2014-04-10,1818.0,1818.0,1809.0,1809.0,38.0,1805.5,3.0,69.0
2014-04-11,1800.0,1808.0,1785.0,1787.5,16.0,1789.5,17.0,70.0
2014-04-14,1790.0,1799.5,1785.0,1796.5,12.75,1802.25,2.0,73.0
2014-04-15,1806.5,1814.0,1790.0,1814.0,15.25,1817.5,4.0,72.0
2014-04-16,1830.5,1828.25,1830.5,1828.25,13.0,1830.5,0.0,74.0
2014-04-17,1835.75,1834.75,1835.75,1834.75,5.25,1835.75,0.0,74.0
2014-04-21,1842.25,1841.5,1835.5,1841.5,6.5,1842.25,0.0,74.0
2014-04-22,1851.75,1853.5,1841.5,1853.5,9.5,1851.75,0.0,74.0
2014-04-23,1850.75,1850.75,1848.5,1848.5,1.0,1850.75,0.0,74.0
2014-04-24,1851.0,1856.75,1848.0,1849.0,0.25,1851.0,0.0,74.0
2014-04-25,1845.0,1845.0,1834.75,1835.0,13.0,1838.0,2.0,74.0
2014-04-28,1825.0,1844.75,1824.75,1841.0,6.0,1844.0,1.0,75.0
2014-04-29,1849.0,1849.5,1849.0,1848.75,5.5,1849.5,1.0,76.0
2014-04-30,1847.25,1854.75,1844.75,1854.5,6.0,1855.5,7.0,77.0
2014-05-01,1855.5,1856.5,1851.0,1855.5,,1855.5,0.0,77.0
2014-05-02,1852.0,1859.25,1853.5,1853.5,3.5,1852.0,0.0,77.0
2014-05-05,1845.0,1855.25,1842.0,1854.5,1.5,1853.5,13.0,77.0
2014-05-06,1844.0,1856.0,1841.0,1842.75,11.5,1842.0,6.0,85.0
2014-05-07,1851.75,1848.5,1835.5,1848.5,9.75,1851.75,0.0,85.0
2014-05-08,1850.0,1858.75,1844.75,1847.5,1.75,1850.0,0.0,85.0
2014-05-09,1851.0,1851.0,1842.5,1849.5,1.0,1851.0,0.0,85.0
2014-05-12,1865.0,1866.75,1865.0,1866.75,19.5,1870.5,1.0,85.0
2014-05-13,1872.0,1873.75,1872.0,1872.0,1.5,1872.0,0.0,86.0
2014-05-14,1874.75,1874.75,1863.25,1863.25,9.0,1863.0,7.0,86.0
2014-05-15,1845.0,1864.0,1840.75,1844.5,18.0,1845.0,0.0,86.0
2014-05-16,1852.25,1851.75,1840.75,1851.75,7.25,1852.25,0.0,86.0
2014-05-19,1843.25,1856.0,1842.25,1856.0,7.75,1860.0,5.0,86.0
2014-05-20,1856.0,1856.0,1843.75,1846.5,14.25,1845.75,1.0,86.0
2014-05-21,1860.5,1861.0,1860.5,1861.0,16.75,1862.5,8.0,86.0
2014-05-22,1867.75,1868.0,1867.75,1868.0,5.25,1867.75,0.0,87.0
2014-05-23,1867.25,1869.5,1867.25,1869.5,6.5,1874.25,2.0,87.0
2014-05-27,1877.5,1886.75,1877.5,1885.5,12.5,1886.75,11.0,87.0
2014-05-28,1886.5,1887.5,1886.5,1887.0,0.25,1886.5,0.0,94.0
2014-05-29,1890.0,1895.0,1886.25,1895.0,8.75,1895.25,4.0,99.0
2014-05-30,1899.25,1899.25,1894.0,1899.25,3.75,1899.0,1.0,100.0
2014-06-02,1890.75,1898.25,1890.75,1898.0,0.25,1899.25,4.0,101.0
2014-06-03,1898.75,1899.25,1895.0,1899.0,0.25,1899.5,1.0,101.0
2014-06-04,1903.0,1903.25,1894.5,1903.25,3.5,1903.0,0.0,101.0
2014-06-05,1904.5,1917.5,1899.5,1916.25,13.0,1916.0,8.0,101.0
2014-06-06,1917.25,1926.0,1917.25,1926.0,10.75,1926.75,14.0,105.0
2014-06-09,1927.5,1931.5,1924.0,1927.5,1.0,1927.75,5.0,110.0
2014-06-10,1927.0,1927.0,1921.75,1927.5,0.25,1928.0,1.0,113.0
2014-06-11,1921.25,1922.25,1917.25,1920.75,6.5,1921.5,4.0,112.0
2014-06-12,1923.75,1924.5,1903.5,1909.0,13.5,1908.0,21.0,112.0
2014-06-13,1910.75,1913.75,1904.75,1910.75,5.25,1913.25,3.0,104.0
2014-06-16,1916.5,1917.25,1904.75,1914.0,0.75,1914.0,1.0,106.0
2014-06-17,1915.5,1919.5,1909.5,1918.75,4.5,1918.5,1.0,106.0
2014-06-18,1919.25,1934.0,1916.25,1933.75,15.5,1934.0,46.0,108.0
2014-06-19,1934.5,1936.25,1929.5,1935.0,1.0,1935.0,79.0,122.0
2014-06-20,1938.75,1932.0,1934.0,1932.0,3.0,1931.75,0.0,8.0
2014-06-23,1931.5,1936.75,1931.0,1931.0,0.25,1931.5,0.0,8.0
2014-06-24,1921.75,1936.0,1920.25,1920.25,9.75,1921.75,0.0,8.0
2014-06-25,1925.0,1929.5,1918.0,1929.5,6.25,1928.0,5.0,8.0
2014-06-26,1927.0,1927.0,1918.25,1925.0,1.0,1927.0,0.0,8.0
2014-06-27,1930.25,1929.25,1924.0,1929.25,3.25,1930.25,0.0,8.0
2014-06-30,1930.5,1931.5,1929.5,1931.5,0.25,1930.5,0.0,8.0
2014-07-01,1950.0,1950.0,1950.0,1947.75,13.5,1944.0,2.0,8.0
2014-07-02,1948.25,1948.25,1947.75,1946.5,1.75,1945.75,5.0,10.0
2014-07-03,1957.5,1958.0,1957.5,1957.25,9.75,1955.5,3.0,14.0
2014-07-07,1955.0,1955.0,1947.5,1948.25,6.5,1949.0,3.0,17.0
2014-07-08,1945.0,1948.0,1932.5,1937.0,10.5,1938.5,2.0,18.0
2014-07-09,1941.0,1944.5,1938.0,1944.5,6.75,1945.25,6.0,19.0
2014-07-10,1931.75,1931.75,1925.25,1936.75,9.25,1936.0,1.0,19.0
2014-07-11,1937.0,1940.0,1934.25,1939.75,4.5,1940.5,1.0,19.0
2014-07-14,1950.25,1950.25,1950.25,1949.75,8.5,1949.0,1.0,29.0
2014-07-15,1945.75,1952.5,1938.5,1945.75,3.25,1945.75,0.0,28.0
2014-07-16,1948.5,1953.5,1945.5,1953.5,6.75,1952.5,7.0,28.0
2014-07-17,1947.25,1947.5,1928.75,1931.25,21.0,1931.5,2.0,29.0
2014-07-18,1931.0,1945.0,1927.5,1945.0,18.0,1949.5,4.0,30.0
2014-07-21,1944.0,1944.0,1939.25,1945.25,5.5,1944.0,0.0,30.0
2014-07-22,1952.75,1957.0,1952.75,1954.5,8.75,1952.75,2.0,30.0
2014-07-23,1957.75,1959.5,1952.75,1959.25,5.75,1958.5,2.0,32.0
2014-07-24,1958.75,1962.75,1956.5,1959.75,0.25,1958.75,0.0,34.0
2014-07-25,1957.25,1957.25,1945.5,1949.75,9.25,1949.5,7.0,34.0
2014-07-28,1945.0,1952.0,1942.5,1952.0,1.25,1950.75,1.0,31.0
2014-07-29,1941.0,1955.25,1943.5,1943.5,9.75,1941.0,0.0,32.0
2014-07-30,1951.25,1951.25,1939.0,1942.75,2.0,1943.0,1.0,32.0
2014-07-31,1925.0,1925.0,1905.0,1905.0,40.25,1902.75,7.0,42.0
2014-08-01,1895.0,1905.75,1890.25,1901.75,6.25,1896.5,20.0,44.0
2014-08-04,1902.5,1913.25,1896.25,1912.75,13.5,1910.0,2.0,53.0
2014-08-05,1910.0,1910.0,1888.0,1893.0,19.0,1891.0,8.0,54.0
2014-08-06,1885.75,1900.0,1884.25,1894.0,1.75,1892.75,8.0,55.0
2014-08-07,1889.25,1901.25,1880.0,1882.5,9.5,1883.25,5.0,59.0
2014-08-08,1873.0,1906.25,1871.5,1903.5,18.5,1901.75,7.0,59.0
2014-08-11,1910.5,1916.5,1910.5,1912.75,8.75,1910.5,0.0,62.0
2014-08-12,1909.75,1914.25,1903.75,1908.75,2.25,1908.25,10.0,62.0
2014-08-13,1924.0,1924.0,1924.0,1923.25,14.25,1922.5,1.0,63.0
2014-08-14,1926.0,1930.5,1922.25,1930.5,9.0,1931.5,2.0,65.0
2014-08-15,1935.0,1938.0,1919.0,1930.75,1.25,1930.25,5.0,65.0
2014-08-18,1945.0,1945.5,1945.0,1945.5,15.25,1945.5,4.0,69.0
2014-08-19,1950.0,1955.75,1950.0,1955.75,9.5,1955.0,2.0,69.0
2014-08-20,1958.0,1962.5,1953.75,1962.0,5.75,1960.75,7.0,70.0
2014-08-21,1961.0,1968.25,1960.0,1967.25,6.5,1967.25,7.0,74.0
2014-08-22,1967.75,1968.75,1962.0,1963.75,1.75,1965.5,4.0,74.0
2014-08-25,1973.75,1976.0,1973.75,1973.0,7.0,1972.5,4.0,73.0
2014-08-26,1976.5,1978.25,1971.0,1975.75,3.75,1976.25,2.0,74.0
2014-08-27,1976.0,1976.0,1974.0,1974.0,1.5,1974.75,1.0,75.0
2014-08-28,1970.0,1975.0,1968.25,1971.25,0.5,1974.25,4.0,75.0
2014-08-29,1980.0,1980.0,1971.5,1976.0,4.75,1979.0,10.0,75.0
2014-09-02,1975.0,1982.75,1972.75,1974.75,1.5,1977.5,1.0,75.0
2014-09-03,1986.0,1986.0,1975.75,1977.0,1.25,1976.25,6.0,75.0
2014-09-04,1988.25,1988.25,1971.0,1973.25,1.0,1975.25,5.0,79.0
2014-09-05,1967.5,1984.0,1967.0,1984.0,8.25,1983.5,14.0,79.0
2014-09-08,1980.0,1981.25,1972.5,1978.0,5.25,1978.25,5.0,72.0
2014-09-09,1970.75,1979.25,1961.25,1966.75,11.0,1967.25,14.0,70.0
2014-09-10,1964.5,1973.25,1960.25,1972.5,5.25,1972.5,4.0,71.0
2014-09-11,1971.5,1974.5,1963.75,1974.5,2.0,1974.5,9.0,71.0
2014-09-12,1968.25,1975.25,1957.5,1962.0,12.25,1962.25,9.0,71.0
2014-09-15,1951.25,1962.0,1951.25,1961.0,0.75,1961.5,13.0,72.0
2014-09-16,1962.5,1979.0,1956.75,1977.25,15.5,1977.0,5.0,73.0
2014-09-17,1976.75,1987.5,1971.5,1979.5,2.0,1979.0,210.0,72.0
2014-09-18,1984.0,1991.0,1984.0,1991.0,10.75,1989.75,18.0,229.0
2014-09-19,1985.0,1988.0,1981.25,1982.0,1.0,1982.25,1.0,23.0
2014-09-22,1964.75,1964.75,1964.0,1964.5,17.5,1964.75,0.0,22.0
2014-09-23,1960.0,1960.0,1951.5,1951.5,14.0,1950.75,5.0,22.0
2014-09-24,1959.0,1966.75,1950.0,1966.75,18.5,1969.25,7.0,22.0
2014-09-25,1965.0,1965.0,1942.0,1942.0,29.5,1939.75,6.0,24.0
2014-09-26,1940.0,1947.75,1938.0,1947.75,14.25,1954.0,24.0,26.0
2014-09-29,1945.25,1950.0,1937.75,1949.5,6.5,1947.5,170.0,64.0
2014-09-30,1953.0,1955.0,1943.25,1944.25,3.75,1943.75,13.0,191.0
2014-10-01,1930.0,1934.0,1916.0,1918.0,24.75,1919.0,4.0,206.0
2014-10-02,1921.5,1921.5,1902.5,1919.0,2.0,1917.0,24.0,203.0
2014-10-03,1925.0,1937.75,1925.0,1937.75,21.75,1938.75,6.0,204.0
2014-10-06,1949.0,1949.0,1930.0,1936.5,4.25,1934.5,4.0,206.0
2014-10-07,1931.75,1931.75,1909.75,1909.75,28.25,1906.25,6.0,205.0
2014-10-08,1924.5,1937.0,1903.25,1937.0,33.75,1940.0,6.0,206.0
2014-10-09,1945.0,1945.0,1902.5,1902.5,37.0,1903.0,19.0,207.0
2014-10-10,1872.25,1872.25,1878.5,1878.5,30.75,1872.25,0.0,213.0
2014-10-13,1876.0,1880.25,1851.5,1851.5,28.75,1843.5,88.0,276.0
2014-10-14,1855.25,1866.5,1855.25,1851.75,9.25,1852.75,2.0,689.0
2014-10-15,1835.0,1853.75,1795.75,1826.5,28.25,1824.5,34.0,501.0
2014-10-16,1838.75,1843.0,1798.75,1830.75,3.75,1828.25,18.0,482.0
2014-10-17,1850.0,1865.5,1850.0,1858.25,30.25,1858.5,2.0,482.0
2014-10-20,1867.0,1875.25,1854.5,1875.25,19.0,1877.5,3.0,480.0
2014-10-21,1914.0,1914.0,1867.75,1913.75,38.0,1915.5,3.0,481.0
2014-10-22,1902.5,1916.5,1905.25,1905.5,13.0,1902.5,0.0,481.0
2014-10-23,1917.5,1929.0,1908.0,1923.75,21.0,1923.5,44.0,481.0
2014-10-24,1937.25,1931.0,1916.5,1931.0,13.75,1937.25,0.0,525.0
2014-10-27,1934.5,1940.5,1927.0,1931.5,2.75,1934.5,0.0,481.0
2014-10-28,1942.0,1953.0,1942.0,1953.0,23.0,1957.5,5.0,481.0
2014-10-29,1949.75,1960.5,1945.5,1953.0,7.75,1949.75,0.0,481.0
2014-10-30,1936.0,1968.5,1936.0,1963.75,16.5,1966.25,28.0,456.0
2014-10-31,1980.0,1991.75,1980.0,1985.75,22.75,1989.0,1.0,458.0
2014-11-03,1985.0,1998.75,1985.0,1990.25,0.25,1988.75,4.0,458.0
2014-11-04,1983.25,1983.25,1977.5,1982.5,5.5,1983.25,0.0,457.0
2014-11-05,1996.5,1994.0,1996.5,1993.25,13.25,1996.5,0.0,457.0
2014-11-06,2009.25,2009.25,1993.75,2008.5,9.25,2005.75,10.0,455.0
2014-11-07,2003.5,2006.5,2003.25,2004.5,2.25,2003.5,0.0,455.0
2014-11-10,2011.5,2011.5,2011.5,2011.5,8.25,2011.75,2.0,455.0
2014-11-11,2014.5,2012.5,2014.5,2012.5,2.75,2014.5,0.0,441.0
2014-11-12,2014.0,2014.0,2010.0,2011.5,0.5,2014.0,0.0,441.0
2014-11-13,2020.5,2020.5,2009.0,2012.0,2.0,2012.0,2.0,448.0
2014-11-14,2015.0,2019.25,2013.25,2013.25,4.25,2016.25,29.0,449.0
2014-11-17,2013.0,2014.5,2010.0,2014.5,1.75,2018.0,4.0,449.0
2014-11-18,2026.0,2028.75,2026.0,2028.75,9.0,2027.0,1.0,447.0
2014-11-19,2025.0,2025.0,2021.25,2024.0,1.5,2025.5,2.0,447.0
2014-11-20,2028.0,2028.0,2017.5,2028.0,5.25,2030.75,1.0,449.0
2014-11-21,2046.75,2049.5,2044.75,2038.25,9.75,2040.5,4.0,450.0
2014-11-24,2046.25,2046.0,2046.25,2046.0,5.75,2046.25,0.0,449.0
2014-11-25,2046.5,2049.0,2046.5,2047.5,0.25,2046.5,0.0,449.0
2014-11-26,2051.0,2047.25,2051.0,2047.25,4.5,2051.0,0.0,449.0
2014-11-28,2045.25,2045.25,2045.25,2045.25,5.75,2045.25,0.0,449.0
2014-12-01,2036.25,2038.0,2028.0,2032.75,15.75,2029.5,37.0,449.0
2014-12-02,2040.0,2044.25,2040.0,2044.25,15.0,2044.5,2.0,616.0
2014-12-03,2048.0,2050.25,2048.0,2050.25,6.75,2051.25,1.0,616.0
2014-12-04,2054.0,2056.0,2043.75,2050.0,0.75,2050.5,20.0,616.0
2014-12-05,2055.0,2056.5,2049.5,2053.0,4.5,2055.0,166.0,617.0
2014-12-08,2044.0,2055.25,2034.25,2038.5,16.75,2038.25,3.0,589.0
2014-12-09,2032.0,2040.0,2014.25,2037.25,1.75,2036.5,9.0,536.0
2014-12-10,2035.0,2038.0,2003.75,2005.0,31.0,2005.5,6.0,533.0
2014-12-11,2032.75,2033.25,2003.75,2007.0,4.5,2010.0,37.0,537.0
2014-12-12,2007.25,2010.25,1978.0,1978.25,33.5,1976.5,6.0,561.0
2014-12-15,1986.0,1996.0,1963.5,1969.25,7.25,1969.25,3.0,563.0
2014-12-16,1986.0,1994.75,1952.0,1952.0,18.25,1951.0,3.0,565.0
2014-12-17,1964.0,1995.75,1959.25,1993.5,43.25,1994.25,92.0,566.0
2014-12-18,2001.0,2045.25,1991.25,2045.25,51.75,2046.0,23.0,567.0
2014-12-19,2048.5,2050.25,2039.25,2050.25,7.25,2047.5,15.0,136.0
2014-12-22,2050.5,2050.5,2050.5,2050.5,5.25,2052.75,2.0,136.0
2014-12-23,2059.5,2062.25,2059.5,2061.75,6.75,2059.5,0.0,136.0
2014-12-24,2059.5,2059.5,2059.5,2059.5,,2059.5,0.0,136.0
2014-12-26,2065.0,2062.75,2065.0,2062.75,5.5,2065.0,0.0,136.0
2014-12-29,2066.5,2066.5,2061.0,2065.0,1.5,2066.5,0.0,136.0
2014-12-30,2062.5,2062.5,2055.25,2057.75,9.0,2057.5,10.0,136.0
2014-12-31,2051.0,2059.25,2038.5,2038.5,24.25,2033.25,1.0,131.0
2015-01-02,2038.75,2044.5,2025.0,2025.5,6.25,2027.0,12.0,131.0
2015-01-05,2020.0,2020.0,1992.75,1995.75,30.5,1996.5,19.0,142.0
2015-01-06,2000.75,2000.75,1970.0,1977.0,21.5,1975.0,22.0,150.0
2015-01-07,1977.5,2001.0,1977.5,1997.75,25.5,2000.5,152.0,152.0
2015-01-08,2012.5,2035.75,2012.5,2035.75,35.0,2035.5,12.0,693.0
2015-01-09,2036.0,2039.0,2013.75,2019.0,19.75,2015.75,33.0,692.0
2015-01-12,2000.25,2025.0,1998.5,2001.5,13.0,2002.75,2.0,699.0
2015-01-13,2003.5,2029.0,1985.5,1998.0,6.25,1996.5,17.0,700.0
2015-01-14,1990.0,1991.0,1967.5,1985.5,8.75,1987.75,69.0,700.0
2015-01-15,2000.0,2004.5,1964.5,1964.5,19.25,1968.5,56.0,688.0
2015-01-16,1957.75,1987.75,1952.5,1987.75,23.25,1991.75,5.0,700.0
2015-01-20,1990.5,2002.5,1980.0,1993.5,3.75,1995.5,88.0,704.0
2015-01-21,2002.25,2009.75,1987.75,2002.75,9.75,2005.25,10.0,714.0
2015-01-22,2010.0,2034.75,2004.0,2034.75,29.75,2035.0,27.0,704.0
2015-01-23,2036.0,2038.25,2023.5,2023.5,12.5,2022.5,20.0,688.0
2015-01-26,2011.5,2031.0,2008.5,2031.0,9.75,2032.25,47.0,1260.0
2015-01-27,2024.0,2024.0,1993.25,2014.25,23.5,2008.75,42.0,1259.0
2015-01-28,2015.0,2022.5,1971.75,1971.75,38.5,1970.25,13.0,1266.0
2015-01-29,1971.0,1996.0,1962.0,1996.25,26.75,1997.0,12.0,1276.0
2015-01-30,1980.0,1985.0,1966.75,1968.25,30.0,1967.0,13.0,1272.0
2015-02-02,1967.0,1993.0,1954.25,1993.0,28.5,1995.5,91.0,1275.0
2015-02-03,2009.0,2021.0,1990.75,2020.25,25.0,2020.5,31.0,1257.0
2015-02-04,2015.0,2025.5,2004.75,2004.75,12.0,2008.5,170.0,1257.0
2015-02-05,2016.0,2036.25,2003.25,2034.25,25.25,2033.75,19.0,1278.0
2015-02-06,2034.0,2045.0,2025.75,2032.5,2.0,2031.75,97.0,1272.0
2015-02-09,2020.0,2020.0,2020.0,2020.0,10.5,2021.25,6.0,1291.0
2015-02-10,2034.0,2042.25,2031.0,2042.25,20.0,2041.25,25.0,1295.0
2015-02-11,2040.0,2053.75,2033.75,2053.75,3.75,2045.0,23.0,1501.0
2015-02-12,2050.25,2063.25,2042.5,2063.25,18.25,2063.25,49.0,1503.0
2015-02-13,2067.5,2069.5,2067.5,2068.0,9.5,2072.75,1.0,1526.0
2015-02-17,2071.5,2077.0,2064.5,2076.25,2.25,2075.0,247.0,1526.0
2015-02-18,2075.75,2075.75,2071.0,2075.0,0.5,2074.5,28.0,1943.0
2015-02-19,2074.5,2077.0,2070.0,2075.0,,2074.5,0.0,1943.0
2015-02-20,2065.5,2086.25,2064.5,2086.0,12.0,2086.5,9.0,1943.0
